ins_id,nome,descricao
SCGNFD,GRANACO FUNDI,SUB GRANACO FUNDICAO - JOINVILLE SC
SCIGCN,IGUACU CELULO,SUB IGUACU CELULOSE E PAPEL - CAMPOS NOVOS SC
SCLDPN,LEARDINI PESC,SUB LEARDINI PESCADOS (NAVEGANTES) SC
SCOIFL,OI FLORIANOPO,SUB OI FLORIANOPOLIS SC
SCSPCM,SUPREMO CIMEN,SUB SUPREMO CIMENTOS SC
SCTPES,TUPER ESCAPAM,SUB TUPER ESCAPAMENTOS SC
SCTPTB,TUPER TUBOS,SUB TUPER TUBOS SC
SCUCHP,UNOCHAPECO,SUB UNOCHAPECO SC
SCUNTR,NOVA TRENTO,USI PCH NOVA TRENTO SC
SCUSSB,SAO SEBASTIAO,USI PCH SAO SEBASTIAO SC
SCWEGI,WEG ITAJAI,SUB WEG ITAJAI SC
SECMP2,CARMOPOLIS 2,SUB CARMOPOLIS 2 SE
SERC87,RIACHUELO L87,SUB RIACHUELO - LOJA 87 SE
SPAMZ2,AM CALCADOS 2,SUB AMAZONAS CALCADOS - UNIDADE 2 SP
SPAMZC,AM CALCADOS,SUB AMAZONAS CALCADOS SP
SPATI3,ATIBAIA 3,SUB ATIBAIA 3 SP
SPBBU,BIO BURITI,USI BIO BURITI (CPFL) SP
SPBRCB,BRASCABOS R C,SUB BRASCABOS (RIO CLARO) SP
SPBRPL,BRASALPLA BR,SUB BRASALPLA BRASIL - LOUVEIRA SP
SPCAB5,CASA BRANCA 5,SUB CASA BRANCA 5 SP
SPCAST,CEA SANTOS,SUB CEA MODAS - SANTOS SP
SPCINT,COVOLAN IND T,SUB COVOLAN INDUSTRIA TEXTIL SP
SPCIRA,CELULOSE IRAN,SUB CELULOSE IRANI SP
SPCZM2,C. MAZZER 2,SUB CORRADI MAZZER - UNIDADE 2 SP
SPDPTX,DOPTEX CERQUI,SUB DOPTEX - CERQUILHO SP
SPHNDP,HYUNDAI,SUB HYUNDAI PIRACICABA SP
SPITP9,ITAPETININGA9,SUB ITAPETININGA 9 SP
SPLOG3,LOG3 TR RODOV,SUB LOG3 TRANSP RODOVIARIO - BIRIGUI SP
SPLVN1,PH LAVRINHAS,USI PCH LAVRINHAS SP
SPMATC,MATEC FR ROCH,SUB MATEC - FRANCO DA ROCHA SP
SPMGB,MORUNGABA II,SUB MORUNGABA II SP
SPMGPF,MARGIRIUS P F,SUB MARGIRIUS - PORTO FERREIRA SP
SPMMMS,MAHLE M L M S,SUB MAHLE METAL LEVE MIBA SINTETIZADOS SP
SPMZFR,MAZZAFERRO,SUB MAZZAFERRO MONOFILAMENTOS TECNICOS SP
SPNKYN,NAKAYONE,SUB NAKAYONE (CABREUVA) SP
SPPECE,PERNAMB.CS.CE,SUB CASAS PERNAMBUCANAS - CONSOLACAO CENTRAL SP
SPPECS,PERNAMB.CONS.,SUB CASAS PERNAMBUCANAS CONSOLACAO SP
SPPESA,PERNAMB.STO.A,SUB CASAS PERNAMBUCANAS SANTO AMATO SP
SPPETB,PERNAMB.TAMB.,SUB CASAS PERNAMBUCANAS CD TAMBORE SP
SPPOP,POPULINA,USI POPULINA SP
SPSTBR,SINTO BRASIL,SUB SINTO BRASIL SP
SPTAGG,TAG GUARAREMA,SUB TAG GUARAREMA SP
SPTSJT,TECELAGEM S J,SUB TECELAGEM SAO JOAO - TIETE SP
SPUNBA,UNIBAN ABC II,SUB UNIBAN ABC II SP
SPUNBO,UNIBAN OSASCO,SUB UNIBAN OSASCO SP
SPZRPT,ZARAPLAST,SUB ZARAPLAST S.A SP
SPEBP,EMBRAPORT,SUB EMBRAPORT SP
GOVIC,VICENTINOPOLIS,SUB VICENTINOPOLIS GO
GOMOR,MORRINHOS,SUB MORRINHOS GO
GOGTB,GOIATUBA,SUB GOIATUBA GO
GOPON,PONTALINA,SUB PONTALINA GO
GOPBA,BURITI ALEGRE,SUB PETROBRAS BURITI ALEGRE GO
RSCAM3,CAMAQUA 3,SUB CAMAQUA 3 RS
SCGAS2,GASPAR 2,SUB GASPAR 2 SC
PRSQU,SANTAQUITERIA,SUB SANTA QUITERIA PR
PRCTE,CASCAVEL NORT,SUB CASCAVEL NORTE PR
SCATA,ABDON BATISTA,SUB ABDON BATISTA SC
AMFG,PR.FIGUEIREDO,SUB PRESIDENTE FIGUEIREDO AM
AMCR,PORAQUE,USI UTE PORAQUE AM
PRMUA,SE.MAUA,SUB MAUA PR
RNMSC,MANGUE SECO,SUB MANGUE SECO RN
BAUCN,EOL CASA NOVA,USI EOL CASA NOVA BA
RNUEM1,MSC_MANG SECO 1,USI MSC_MANGUE SECO 1 RN
RNUEM2,MSC_MANG SECO 2,USI MSC_MANGUE SECO 2 RN
RNUEM3,MSC_MANG SECO 3,USI MSC_MANGUE SECO 3 RN
RNUEM5,MSC_MANG SECO 5,USI MSC_MANGUE SECO 5 RN
SCOAS,ORLEANS,SUB ORLEANS SC
ESSJND,JOAO NEIVA 2,SUB JOAO NEIVA 2 ES
ESSSMD,SAO MATEUS 2,SUB SAO MATEUS 2 ES
BACGSL,CGH STA LUZIA,SUB CGH SANTA LUZIA BA
BACOL1,COLETORA I,SUB COLETORA I BA
BACOL2,COLETORA II,SUB COLETORA II BA
MGITB,ITABIRITO,SUB ITABIRITO MG
MTPRT,PARANAITA,SUB PARANAITA MT
BAPTCB,PETR CIVIL B,SUB PETROBRAS CIVIL BUSINESS BA
BAUCAT,UTE CATU,USI CATU BA
MTPRG,PARANATINGA,SUB PARANATINGA MT
BAUFSN,UTE F.SANTANA,USI UTE MC2 FEIRA DE SANTANA BA
ESCVR3,CVRD 3,SUB CVRD 3 ES
ESDMAC,DMA CONSOLACA,SUB DMA DISTRIBUIDORA CONSOLACAO ES
ESDMAD,DMA J.CAMBURI,SUB DMA DISTRIBUIDORA JARDIM CAMBURI ES
ESDMAG,DMA GUARAPARI,SUB DMA DISTRIBUIDORA GUARAPARI ES
ESDMAJ,DMA LARANJEIR,SUB DMA DISTRIBUIDORA LARANJEIRAS ES
ESDMAL,DMA LINHARES,SUB DMA DISTRIBUIDORA LINHARES ES
ESDMAM,DMA MURUNDU,SUB DMA DISTRIBUIDORA MURUNDU ES
ESDMAP,DMA J.PENHA,SUB DMA DISTRIBUIDORA JARDIM DA PENHA ES
ESDMAR,DMA JACARAIPE,SUB DMA DISTRIBUIDORA JACARAIPE ES
ESDMAS,DMA SERRA BR,SUB DMA DISTRIBUIDORA SERRA BR 101 NORTE ES
ESDMAV,DMA VILA VELH,SUB DMA DISTRIBUIDORA VILA VELHA ITAPOA ES
ESPRYV,PRYSMIAN V.V.,SUB PRYSMIAN VILA VELHA ES
MGCAMS,CEA MINAS SHO,SUB CEA MODAS - MINAS SHOPPING MG
MGCSND,CISER N.- S.,SUB CISER NEDSCHROEF - SARZEDO MG
MGDGAB,DAGRANJA UBER,SUB DAGRANJA ABATEDOURO - UBERABA MG
MGFAGE,FAGOR EDERLAN,SUB FAGOR EDERLAN MG
MGILH,PCH ILHEUS,USI PCH ILHEUS MG
MGMGCB,MEGACABOS C.M,SUB MEGACABOS CACHOEIRA DE MINAS MG
MGMURV,MURIAE VIDROS,SUB MURIAE VIDROS MG
MGPCLB,PRAIA CLUBE U,SUB PRAIA CLUBE UBERLANDIA MG
MGSPCD,SHOP CIDADE,SUB SHOPPING CIDADE MG
MSOIRB,OI RUI BARBOS,SUB OI UNID. RUI BARBOSA - CAMPO GRANDE MS
MTIUN2,IUNI B CUIAB2,SUB IUNI BARAO CUIABA - UNIDADE 2 MT
PACOM,COMPRAR,SUB COMPRAR PA
PEPTU,PETROLINA I,SUB PETROLINA I PE
PEVCCP,VONTORANTIM C,SUB VONTORANTIM CIMENTOS (CIMENTO POTY) PE
PRYATL,DERIV ATALAIA,SUB DERIVACAO ALIM. ATALAIA PR
RJBJAR,BOM JARDIM,SUB BOM JARDIM RJ
RJCNYC,COND NYC CENT,SUB CONDOMINIO NYC CENTER RJ
RJCPAL,CONS PAULINO,SUB CONSELHEIRO PAULINO RJ
RJCSSH,C. SIDER SHOP,SUB CONDOMINIO SIDER SHOPPING RJ
RJETDC,ESTACIO DQ CX,SUB ESTACIO - DUQUE DE CAXIAS RJ
RJETJM,ESTACIO S.J.M,SUB ESTACIO - SAO JOAO DO MERITI RJ
RJETSC,ESTACIO STA C,SUB ESTACIO - SANTA CRUZ RJ
RJHCN,HOSP C NITERO,SUB HOSPITAL DAS CLINICAS NITEROI RJ
RJHOSL,HOSP SAO LUCA,SUB HOSPITAL SAO LUCAS RJ
RJIGTS,IGUACU TOP SH,SUB IGUACU TOP SHOPPING RJ
RJLATP,LATAPACK T.R.,SUB LATAPACK BALL EMBALAGENS TRES RIOS RJ
RJSTOA,STO ANTONIO,USI SANTO ANTONIO RJ
ROUNRD,UNIRON MADEIR,SUB UNIRON MADEIRA RO
ROUNRM,UNIRON MAMORE,SUB UNIRON MAMORE RO
RSAGCA,ALSTOM GRID C,SUB ALSTOM GRID - CANOAS RS
RSCAZA,CALC. AZALEIA,SUB CALCADOS AZALEIA RS
RSMICR,MICROMAZZA,SUB MICROMAZZA RS
RSPLIT,PLAST. ITALIA,SUB PLASTICOS ITALIA RS
SCBERN,BERNECK CURIT,SUB BERNECK DE CURITIBANOS SC
SCHAVA,HAVAN SAO JOS,SUB HAVAN SAO JOSE SC
SCLAMB,CGH LAMBEDOR,SUB CGH LAMBEDOR SC
SCLULI,LULI MALHAS,SUB LULI MALHAS SC
SCPRYJ,PRYSMIAN JOIN,SUB PRYSMIAN DO BRASIL (JOINVILLE) SC
SCSBJV,SULBRAS JOINV,SUB SULBRAS JOINVILLE SC
SCSPOC,SUDATI PAINEI,SUB SUDATI PAINEIS - OTACILIO COSTA SC
SCYBRB,BRUSQUE RIO B,SUB BRUSQUE RIO BRANCO SC
SPAAJX,ACUM AJAX B,SUB ACUMULADORES AJAX BAURU SP
SPASBB,ASB BEB.E ALI,SUB ASB BEBIDAS E ALIMENTOS SP
SPBEHR,BEHR BR ARUJA,SUB BEHR BRASIL ARUJA SP
SPBESO,BELMETAL SOR.,SUB BELMETAL SOROCABA SP
SPBRLS,BOREALIS ITAT,SUB BOREALIS ITATIBA SP
SPCABB,CEA BAURU SHO,SUB CEA BAURU SHOPPING SP
SPCAJA,CEA S.JARAGUA,"SUB CEA SHOPPING JARAGUA ARARAQUARA - ENTRADA 11,9 SP"
SPCAPP,CEA S.PIRACIC,SUB CEA SHOPPING PIRACICABA SP
SPCATO,CEA TIVOLI S.,SUB CEA TIVOLI SHOPPING S BARBARA D OESTE SP
SPCZM3,C. MAZZER 3,SUB CORRADI MAZZER - UNIDADE 3 SP
SPDEES,DELPHI E.S.P.,SUB DELPHI ESPIRITO SANTO DO PINHAL SP
SPGLCL,GUALA CLOSURE,SUB GUALA CLOSURES SP
SPIJXC,INJEX OURINHO,SUB INJEX OURINHOS SP
SPIPE,UTE IPE,USI UTE IPE SP
SPISCA,ISOCOAT ARAC.,SUB ISOCOAT ARACARIGUAMA SP
SPPDSH,PRUDENSHOPPIN,SUB PRUDENSHOPPING - PRESIDENTE PRUDENTE SP
SPPRAF,PRAFESTA MAI.,SUB PRAFESTA MAIRIPORA SP
SPTLPI,TELEFONICA P.,SUB TELEFONICA - PINHEIROS SP
SPVALS,VALSPAR,SUB VALSPAR SP
SPWALM,WALMA,SUB WALMA SP
SPIPA,IPAUSSU,SUB IPAUSSU SP
RREQ,EQUADOR,SUB EQUADOR RR
PAMD,MIRAMAR,SUB MIRAMAR PA
RSUDLH,PCH DA ILHA,USI PCH DA ILHA RS
RSUESM,PCH ESMERALDA,USI PCH ESMERALDA RS
RSUJAR,PCH JARARACA,USI PCH JARARACA RS
SCULUD,PCH LUDESA,USI PCH LUDESA PR
RSULEM,LINHA EMILIA US,USI PCH LINHA EMILIA RS
MSUPPD,PORTO PEDRAS,USI PCH PORTO DAS PEDRAS MS
MSUASU,ALTO SUCURIU,USI PCH ALTO SUCURIU MS
SCPBLU,PCH BLUMENAU,USI PCH CONJUNTO BLUMENAU SC
MSPCGR,PCH CGRANDE,USI PCH CONJUNTO CAMPO GRANDE MS
PRPFCH,PCH CHOPIM,USI PCH CONJUNTO CHOPIM PR
PRPCUR,PCH CURITIBA,USI PCH CONJUNTO CURITIBA PR
MSPNOR,PCH NORTEMS,USI PCH CONJUNTO NORTEMS MS
PRPPBR,PCH PBRANCO,USI PCH CONJUNTO PATO BRANCO PR
RSPPFU,PCH PFUNDO,USI PCH CONJUNTO PASSO FUNDO RS
RSPTAQ,PCH TAQUARA,USI PCH CONJUNTO TAQUARA RS
SCPXAN,PCH XANXERE,USI PCH CONJUNTO XANXERE SC
PEGRD,GARANHUNS II,SUB GARANHUNS II PE
SENSC,NSA.SRA.SOCORRO,SUB NOSSA SENHORA DO SOCORRO SE
SPDEC,DECASA,SUB DECASA SP
PRCBL,CURIT.LESTE,SUB CURITIBA LESTE PR
MGTIM2,TIMOTEO 2,SUB TIMOTEO 2 MG
RJSTNV,NOVA IGUACU,SUB NOVA IGUACU RJ
SPPAD,PAR.PAULISTA2,SUB PARAGUACU PAULISTA II SP
AMMT,MAUA III,SUB MAUA III AM
SP3MMQ,3M MAIRINQUE,SUB 3M DO BRASIL MAIRINQUE SP
SPAMCX,AMIL A.MEDICA,SUB AMIL ASSISTENCIA MEDICA SP
SPAMTB,AMIL TAMBORE,SUB AMIL TAMBORE SP
SCAPMT,APM T. ITAJAI,SUB APM TERMINALS ITAJAI SC
SPBSBL,BSB EPIS LINS,SUB BSB EPIS LINS SP
SCBUDB,BUDDEMEYER SB,SUB BUDDEMEYER SA SAO BENTO DO SUL SC
SPCECS,CEC C. E C.,SUB CEC CASA E CONSTRUCAO SP
SCCEIR,CEL. IRANI VB,SUB CELULOSE IRANI VARGEM BONITA SC
SCCIEB,CEL.IRANI EMB,SUB CELULOSE IRANI EMBALAGENS VARGEM BONITA SC
SPCLVL,CLARIANT V.L.,SUB CLARIANT VILA LEOPOLDINA SP
SCCTPO,CATIVA TEXTIL,SUB CATIVA TEXTIL POMERODE SC
SPCXDP,TNL CONTAX DP,SUB TNL CONTAX UND. DOM PEDRO SP
SPCXJO,TNL CONTAX OL,SUB TNL CONTAX UND. OLIVEIRA SP
MGDAB,DEST.ALVORADA,SUB DESTILARIA ALVORADA MG
MGDMAA,DMA ADELAIDE1,SUB DMA ADELAIDE - UNIDADE 1 MG
MGDMAT,DMA ATALAIA 1,SUB DMA ATALAIA - UNIDADE 1 MG
MGDMB1,DMA B.PRETO 1,SUB DMA BARRO PRETO - UNIDADE 1 MG
MGDMB2,DMA B.PRETO 2,SUB DMA BARRO PRETO - UNIDADE 2 MG
MGDMBC,DMA BETIM5 U1,SUB DMA BETIM 5 - UNIDADE 1 MG
MGDMBT,DMA BETIM3 U1,SUB DMA BETIM 3 - UNIDADE 1 MG
MGDMCE,DMA CENTRO 1,SUB DMA CENTRO - UNIDADE 1 MG
MGDMCI,DMA C.IND. 1,SUB DMA CIDADE INDUSTRIAL - UNIDADE 1 MG
MGDMGT,DMA GUTIERREZ,SUB DMA GUTIERREZ - UNIDADE 1 MG
MGDMHO,DMA HORTO 1,SUB DMA HORTO - UNIDADE 1 MG
MGDMJT,DMA JATOBA 1,SUB DMA JATOBA - UNIDADE 1 MG
MGDMNL,DMA N.LIMA 1,SUB DMA NOVA LIMA - UNIDADE 1 MG
MGDMP1,DMA PAMPULHA1,SUB DMA PAMPULHA - UNIDADE 1 MG
MGDMP2,DMA PAMPULHA2,SUB DMA PAMPULHA - UNIDADE 2 MG
MGDMP3,DMA PAMPULHA3,SUB DMA PAMPULHA - UNIDADE 3 MG
MGDMS1,DMA SION 1,SUB DMA SION - UNIDADE 1 MG
MGDMS2,DMA SION 2,SUB DMA SION - UNIDADE 2 MG
MGDMS3,DMA SION 3,SUB DMA SION - UNIDADE 3 MG
MSEMPL,EMPLAL EMB PL,SUB EMPLAL EMB PLASTICAS TRES LAGOAS MS
SCFRGR,FRIG.RIOSULEN,SUB FRIGORIFICO RIOSULENSE SC
SPFSCI,FABRIL SCAVON,SUB FABRIL SCAVONE ITATIBA SP
MSGBU,GUATAMBU,SUB GUATAMBU MS
PRGPCQ,GPC QUIMICA,SUB GPC QUIMICA PR
SPGVS,GVS DO BRASIL,SUB GVS DO BRASIL (MONTE MOR) SP
SPHTCR,HEATCRAFT,SUB HEATCRAFT SP
SCHVCH,HAVAN CHAPECO,SUB HAVAN CHAPECO SC
SPIBH1,IBM1 HORTOLAN,SUB IBM1 HORTOLANDIA (SE11) SP
SPIBH2,IBM2 HORTOLAN,SUB IBM2 HORTOLANDIA (SE21) SP
CEITPB,ITAPUI CIMENT,SUB ITAPUI CIMENTOS BARBALHA CE
SPKGES,KG ESTAMPARIA,SUB KG ESTAMPARIA SP
SPMTVD,MULTIVERDE,SUB MULTIVERDE SP
SPOLLP,OLIV E LOPES,SUB OLIVEIRA E LOPES IBITINGA SP
SPOXTT,OXITENO TAUBA,SUB OXITENO TAUBATE SP
MGPAEX,PANDURATA AL.,SUB PANDURATA ALIMENTOS MG
RSPNZZ,PANIZZON,SUB PANIZZON RS
SCRBO,PCH R.BONITO,USI PCH RIO BONITO SC
MTREXC,REXAN CUIABA,SUB REXAM CUIABA MT
SPSIMD,SIMOLDES,SUB SIMOLDES SP
SPSTDC,SANTANDER C.,SUB BANCO SANTANDER CAMPINAS SP
SPUNBC,UNIV BRAS CUB,SUB UNIVERSIDADE BRAS CUBAS SP
RSUNVT,UNIVATES,SUB UNIVATES RS
RSYCNO,DV. LT CN PCH,SUB DERIVACAO LT CAMPOS NOVOS PCH OURO RS
PEYIB1,DERIV IBM-01,SUB DERIVACAO ALIM. IBM-01 PE
SCYTB3,DERIV TBO-3,SUB DERIV ALIM TBO-3 SE TIMBO SC
SCYUVI,DV UVI PARDOS,SUB DERIVACAO DA LT SE UVI A PARDOS SC
SPCOT,COTIA,SUB COTIA SP
SPIVI,ITAPEVI,SUB ITAPEVI SP
SPMBE,MONTE BELO,SUB MONTE BELO SP
BAUTC1,UT CAMACARI 1,USI UTE CAMACARI 1 BA
BAUTSB,UT SR.BONFIM,USI UTE SENHOR DO BONFIM BA
BAUTD1,UT D.DAVILA 1,USI UTE DIAS DAVILA 1 BA
BAUTD2,UT D.DAVILA 2,USI USI UTE DIAS DAVILA 2 BA
BAEOPR,CL.PEDRA REIN,SUB COLETORA PEDRA DO REINO BA
BASLU,SE SALITRE I,SUB SE SALITRE I BA
BAITBT,ITABUNA TEXTI,SUB ITABUNA TEXTIL BA
BAVPLS,VIPAL SUBAE,SUB VIPAL SUBAE BA
CEFANB,FAZ.AMWAY NUT,SUB FAZENDA AMWAY NUTRILITE DO BRASIL CE
CEMCEB,MECESA EMBALA,SUB MECESA EMBALAGENS CE
ESDMCQ,DMA COQUEIRAL,SUB DMA COQUEIRAL ES
ESDMSL,DMA STA LUCIA,SUB DMA SANTA LUCIA ES
GOCHC,CHAPADAO CEU,SUB CHAPADAO DO CEU GO
GOCPLM,COMPLEM,SUB COMPLEM GO
MGCAGT,CEA GOITACAZE,SUB CEA GOITACAZES MG
MGCAPR,CEA PARANA,SUB CEA PARANA MG
MGDMB3,DMA BARR.PTO3,SUB DMA BARRO PRETO - UNIDADE 3 MG
MGEB2,2 ANGLO FERRO,SUB BOMBEAMENTO 2 ANGLO FERROUS MG
MGIJPB,INJEPLASTIC,SUB INJEPLASTIC SAO JOAQUIM DE BICAS MG
MGJTOG,PCH JOTOGNI-B,USI PCH JOTOGNI - BORTOLAN MG
MGLSNB,LAB SANOBIOL,SUB LABORATORIO SANOBIOL MG
MGONDL,ONDULINE JF,SUB ONDULINE JUIZ DE FORA MG
MGPEAJ,PCH ANTAS I,USI PCH ENG. PEDRO A. JUNQUEIRA - ANTAS I MG
MGPLBC,POLIBRAS CAMB,SUB POLIBRAS CAMBUI MG
MGUBMM,PCH UBIRAJARA,USI PCH UBIRAJARA M. DE MORAES - VEU DAS NOIVAS MG
MGYG15,DER.AL.GHE-15,SUB DERIV ALIM GHE-15 (SE GUANHAES 1) MG
MTABCU,AMBEV CUIABA,SUB AMBEV CUIABA MT
MTMMBR,MERC MODELO B,SUB MERCADO MODELO BEIRA RIO MT
MTMMCP,MERC MOD CPA3,SUB MERCADO MODELO CPAIII MT
MTMMRN,MERC MOD ROND,SUB MERCADO MODELO RONDONOPOLIS MT
MTMMTS,MERC MOD TANG,SUB MERCADO MODELO TANGARA SHOPPING MT
MTOBTB,OI BARAO,SUB OI BRASIL TELECOM BARAO MT
MTUANM,UNIAO AVICOLA,SUB UNIAO AVICOLA NOVA MARILANDIA MT
PEETAS,EST. ATL. SUL,SUB ESTALEIRO ATLANTICO SUL PE
PRCDPN,CONDOR SUPERC,SUB CONDOR SUPERCENTER SAO JOSE PINHAIS PR
PRHVNB,HAVAN B.R.CBA,SUB HAVAN BOM RETIRO CURITIBA PR
PRHVXX,HAVAN XAXIM,SUB HAVAN XAXIM PR
RJCABA,CEA BARRA SHO,SUB CEA BARRA SHOPPING RJ
RJCABN,CEA SHOP BONS,SUB CEA SHOPPING BONSUCESSO RJ
RJCAGD,CEA S.GDE RI,SUB CEA SHOPPING GRANDE RIO RJ
RJCAIG,CEA SH.IGUATE,SUB CEA SHOPPING IGUATEMI RIO RJ
RJCANT,CEA NORTE SHO,SUB CEA NORTE SHOPPING RJ
RJCAPO,CEA PASSEIO S,SUB CEA PASSEIO SHOPPING RJ
RJCATJ,CEA TIJUCA,SUB CEA TIJUCA RJ
RJCAWS,CEA WEST SHOP,SUB CEA WEST SHOPPING RJ
RJRCQF,ROCHE Q. E F.,SUB ROCHE QUIIM E FARM RJ
ROUMAR,PCH MARCOL,USI PCH MARCOL RO
RSGRS,GERDAU,SUB GERDAU RS
RSGVTK,GALVANOTECK,SUB GALVANOTECK RS
RSJODE,JOHN DEERE,SUB JOHN DEERE RS
RSMBLR,FRIG MABELLA,SUB FRIGORIFICO MABELLA CAXIAS DO SUL RACOES RS
RSMUNC,MUNDIAL CX SU,SUB MUNDIAL CAXIAS DO SUL RS
RSNVPK,NOVA PACK,SUB NOVA PACK RS
RSPCAP,PIA COOP AGRO,SUB PIA COOP AGROPECUARIA PETROPOLIS RS
RSSUSF,SUSIN F. MET.,SUB SUSIN FRANCESCUTTI METALURGICA RS
RSTBPL,TABONE PLAST,SUB TABONE PLASTICOS RS
RSVCPM,VOTORANTIM C.,SUB VOTORANTIM CIMENTOS PRESIDENTE MEDICI RS
RSYSA1,DERIV AL 201,SUB DERIV. AL 201 SE SANTO AUGUSTO - PEDRO PAIVA RS
RSYSA2,DERIV. AL 202,SUB DERIV. AL 202 SE SANTO AUGUSTO - INHACORA RS
RSYSA4,DERIV. AL 204,SUB DERIV. AL 204 SE SANTO AUGUSTO - ESQUINA UMBU RS
SCABPJ,AB PLAST J.,SUB AB PLAST JOINVILLE SC
SCADMC,ADAMI CACADOR,SUB ADAMI CACADOR SC
SCAGJS,ANGELONI J.S.,SUB ANGELONI JARAGUA DO SUL SC
SCCPAC,C PACK SAO JO,SUB C PACK SAO JO SC
SCCTSI,CRISTAL SUL,SUB CRISTAL SUL ICARA SC
SCINVD,PCH INVERNADI,USI PCH INVERNADINHA SC
SCRDPD,RIO DAS PEDRA,SUB RIO DAS PEDRAS SC
SCUNVL,UNIVALI,SUB UNIVALI SC
SCYCI9,DV AL CCI-09,SUB DERIV ALIM CCI-09 (SE CHAPECO II) SC
SPBRCL,BATERIAS CRAL,SUB BATERIAS CRAL BAURU SP
SPBRTL,BRASIL TELECO,SUB BRASIL TELECOM SP
SPBTPC,BTP CUBATAO,SUB BTP CUBATAO SP
SPCFCV,CARREFOUR CAM,SUB CARREFOUR CAMPINAS-VALINHOS SP
SPCFDP,CARREFOUR D.P,SUB CARREFOUR DOM PEDRO SP
SPCITM,CITROVITA MAT,SUB CITROVITA AGRO INDUSTRIAL MATAO SP
SPCVBA,COLOR VISAO,SUB COLOR VISAO DO BRASIL ARACATUBA SP
SPDANS,DANA SOROCABA,SUB DANA SOROCABA SP
SPDARP,DABI ATLANTE,SUB DABI ATLANTE RIBEIRAO PRETO SP
SPDEDP,DEDINI,SUB DEDINI VL REZENDE PIRACICABA SP
SPE7EG,ESCALA 7 ED,SUB ESCALA 7 EDITORA SP
SPGMSR,GM SOROCABA,SUB GM SOROCABA SP
SPGRPH,GRAPHOCOLOR,SUB GRAPHOCOLOR DO BRASIL SP
SPHPBR,HP BARUERI,SUB HEWLETT-PACKARD BARUERI SP
SPHPSB,HP SBC,SUB HEWLETT-PACKARD SBC SP
SPITGA,INTERGAS IND,SUB INTERGAS INDUSTRIA DE GASES SP
SPJARI,JARI CELULONO,SUB JARI CELULONOVA CAMPINA SP
SPLNCE,LINCOLN ELECT,SUB LINCOLN ELECTRIC SP
SPLNDC,LINDE GASES,SUB LINDE GASES BOC CUBATAO SP
SPLTLP,LUTEPEL L.P.,SUB LUTEPEL LENCOIS PAULISTA SP
SPMFIT,MARFINITE I.,SUB MARFINITE ITAQUAQUECETUBA SP
SPMSHC,MASH COMP PL.,SUB MASH COMP PLASTICOS SP
SPNLTT,NICOLETETTI,SUB NICOLETETTI INDUSTRIAL TEXTIL SP
SPSCTP,SEC LT CATU-P,SUB SECC. LT CATU-PIONEIROS SP
SPSPIS,IPORANGA SANT,SUB CONDOMINIO SHOPPING PATIO IPORANGA SANTOS SP
SPTMVI,TIMAVO ITATIB,SUB TIMAVO ITATIBA SP
SPTRTG,TORTUGA,SUB TORTUGA CIA ZOOTECNICA AGRARIA SP
SPYAKU,YAKULT LORENA,SUB YAKULT LORENA SP
MTNMU,N.MUTUM CMT,SUB NOVA MUTUM CEMAT MT
MTCMG,C.MAGAL.CEMAT,SUB COUTO MAGALHAES CEMAT MT
ALUGPA,CGH GUSTAVO P,USI CGH GUSTAVO PAIVA AL
BAKLFS,KLABIN F.SANT,SUB KLABIN FEIRA DE SANTANA BA
BARCSB,RIACHUELO SHO,SUB RIACHUELO SHOPPING BARRA BA
CEDNNE,DANONE,SUB DANONE CE
ALMCD,MACEIO II,SUB MACEIO II AL
CESCPC,COMP P.PECEM,SUB COMPARTILHADA PORTO DO PECEM I/II CE
CEUTP2,UTE P.PECEM 2,USI UTE PORTO DO PECEM II CE
CEVTNE,VOTORANT.N/NE,SUB VOTORANTIM CIMENTOS N/NE CE
ESDMGL,DMA LJ GLORIA,SUB DMA LOJA GLORIA ES
ESDMJB,DMA JABURUNA,SUB DMA JABURUNA ES
ESSHMA,SHOP.M.ALVARO,SUB SHOPPING MESTRE ALVARO ES
GOQXD,PCH QUEIXADA,USI PCH QUEIXADA GO
MAY1C7,STA.INES(CMA),SUB DERIV ALIM 01C7 - SE SANTA INES (CEMAR) MA
MGCNC,CNC 7 LAGOAS,SUB CNC SETE LAGOAS MG
MGGLZT,GULOZITOS M.,SUB GULOZITOS MANHUACU MG
MGINSC,IND STA CLARA,SUB INDUSTRIA SANTA CLARA MG
MGOICR,OI CRUZEIRO,SUB OI TELEMAR CRUZEIRO MG
MGOISE,OI SERRA,SUB OI TELEMAR SERRA MG
MGUBLD,PCT UBERLANDI,USI PCT UBERLANDIA MG
MGUPQ1,CGH PTE QUEIM,USI CGH PONTE QUEIMADA I MG
MGUPQ2,CGH PTE QMD 2,USI CGH PONTE QUEIMADA II MG
MGYRC1,DV AL RCA10,SUB DERIV ALIM RCA10 (SE RIO CASCA) MG
MSSHNS,SHOP NORTE SU,SUB SHOPPING NORTE SUL PLAZA MS
MSUMAI,CGH MAIA,USI CGH MAIA MS
MSYCGE,DV CUIABA-EST,SUB DERIV LT CG CUIABA-ESTRELA MS
PEARIP,ARCOR IPOJUCA,SUB ARCOR DO BRASIL IPOJUCA PE
PEMGPL,MG POLIMEROS,SUB MG POLIMEROS PE
