eqp_id,age_id,descricao,instalacao_de,instalacao_para
BAANT80BBC-35,CVR,LT 34P5 kV BBC_V S ANT 8 / BABIL. CENTRO C 35 BA,BAANT8,BABBC
BAAR010ARO-1,ENL,LT 34P5 kV OUR_AROEIRA_01 / AROEIRA C C1 BA,BAAR01,BAARO
BAAR020ARO-1,ENL,LT 34P5 kV OUR_AROEIRA_02 / AROEIRA C C2 BA,BAAR02,BAARO
BAAR030ARO-1,ENL,LT 34P5 kV OUR_AROEIRA_03 / AROEIRA C C3 BA,BAAR03,BAARO
BAAR040ARO-1,ENL,LT 34P5 kV OUR_AROEIRA_04 / AROEIRA C C4 BA,BAAR04,BAARO
BAAR050ARO-1,ENL,LT 34P5 kV OUR_AROEIRA_05 / AROEIRA C C5 BA,BAAR05,BAARO
BAAR060ARO-1,ENL,LT 34P5 kV OUR_AROEIRA_06 / AROEIRA C C6 BA,BAAR06,BAARO
BAAR070ARO-1,CIE,LT 34P5 kV OUR_AROEIRA_07 / AROEIRA C C7 BA,BAAR07,BAARO
BAAR080ARO-1,ENL,LT 34P5 kV OUR_AROEIRA_08 / AROEIRA C C8 BA,BAAR08,BAARO
BAARA-2IGD-1,AOP,LT 230 kV ARACAS / IGAPORA II C P3 BA,BAARA,BAIGD
BAARI-5USB-1,DRA,LT 500 kV ARIZONA / U.SOBRADINHO C P1 BA,BAARI,BAUSB
BAARO-5OUR-F3,ENL,LT 500 kV AROEIRA / OUROLANDIA II C F3 BA,BAARO,BAOUR
BAASU-1GOI-1,SAG,LT 138 kV ASSURUA / GENTIO OURO I C C1 BA,BAASU,BAGOI
BAASU-2GOR-1,,LT 230 kV ASSURUA / GENTIO OURO II C 1 BA,BAASU,BAGOR
BAATD-1BRA-C2,CBA,LT 138 kV ALTO FEMEAS II / BARREIRAS C C2 BA,BAATD,BABRA
BAATD-1RGT-Y1,CBA,LT 138 kV ALTO FEMEAS II / RIO GRANDE III C Y1 BA,BAATD,BARGT
BAATN10TQN-C3,200,LT 34P5 kV TQN_A TANQ NV 1 / TANQUE NOVO C C3 BA,BAATN1,BATQN
BAATN20TQN-C2,200,LT 34P5 kV TQN_A TANQ NV 2 / TANQUE NOVO C J3 BA,BAATN2,BATQN
BAATN30TQN-C1,200,LT 34P5 kV TQN_A TANQ NV 3 / TANQUE NOVO C J6 BA,BAATN3,BATQN
BAB15-0ARI-1,DRA,LT 34P5 kV ARI_BARAUNAS XV / ARIZONA C P9 BA,BAB15,BAARI
BAB20-0ARI-1,DRA,LT 34P5 kV ARI_BARAUNAS XX / ARIZONA C P2 BA,BAB20,BAARI
BABAB-2MCP-1,CYM,LT 230 kV BABILONIA / MORRO CHAPEU II C P5 BA,BABAB,BAMPD
BABAQ-0ARI-1,DRA,LT 34P5 kV ARI_BARAUNAS IV / ARIZONA C P4 BA,BABAQ,BAARI
BABAR-5BTR-1,,LT 500 kV BARRA II / BURITIRAMA C 1 BA,BABAR,BABRT
BABAR-5CORT1,,LT 500 kV BARRA II / CORRENTINA C 1 BA,BABAR,BACORT
BABBC-5OUR-F2,CVR,LT 500 kV BABIL. CENTRO / OUROLANDIA II C F2 BA,BABBC,BAOUR
BABBS-2OUR-1,CVR,LT 230 kV BABILONIA SUL / OUROLANDIA II C P4 BA,BABBS,BAOUR
BABCRI5BJD-1,,LT 500 kV C. B. DO RIACHO / BOM.JES.LAPA II C 1 BA,BABCRI,BABJD
BABDD-0BDU-1,CBA,LT 69 kV BRUMADO II / BRUMADO I C W1 BA,BABDD,BABDI
BABDD-1BDU-X1,CBA,LT 138 kV BRUMADO II / BRUMADO I C X1 BA,BABDD,BABDI
BABDD-2CRL-1,200,LT 230 kV BRUMADO II / CRISTALANDIA C P1 BA,BABDD,BACRL
BABDD-2FNL-1,AFT,LT 230 kV BRUMADO II / FUNIL C F4 BA,BABDD,BAFNL
BABDD-2ICA-1,CHF,LT 230 kV BRUMADO II / IBICOARA C F5 BA,BABDD,BAICA
BABDD-2IGB-1,AFT,LT 230 kV ITAGIBA / BRUMADO II C Z1 BA,BAIGB,BABDD
BABDD-2POD-1,CDR,LT 230 kV BRUMADO II / POCOES II C F6 BA,BABDD,BAPOD
BABJD-2BJS-1,TAE,LT 230 kV BOM.JES.LAPA II / B.JESUS LAPA C F3 BA,BABJD,BABJS
BABJD-2BJS-2,TAE,LT 230 kV BOM.JES.LAPA II / B.JESUS LAPA C F4 BA,BABJD,BABJS
BABJD-2IGD-1,CHF,LT 230 kV BOM.JES.LAPA II / IGAPORA II C F6 BA,BABJD,BAIGD
BABJD-5CORT1,,LT 500 kV BOM.JES.LAPA II / CORRENTINA C 1 BA,BABJD,BACORT
BABJD-5GOR-1,TME,LT 500 kV BOM.JES.LAPA II / GENTIO OURO II C L3 BA,BABJD,BAGOR
BABJD-5GOR-2,558,LT 500 kV BOM.JES.LAPA II / GENTIO OURO II C C2 BA,BABJD,BAGOR
BABJD-5GOR-3,558,LT 500 kV BOM.JES.LAPA II / GENTIO OURO II C C4 BA,BABJD,BAGOR
BABJD-5ICA-1,TAE,LT 500 kV BOM.JES.LAPA II / IBICOARA C L4 BA,BABJD,BAICA
BABJD-5ICA-2,,LT 500 kV BOM.JES.LAPA II / IBICOARA C 2 BA,BABJD,BAICA
BABJD-5IGT-1,TAE,LT 500 kV BOM.JES.LAPA II / IGAPORA III C L2 BA,BABJD,BAIGT
BABJD-5IGT-2,,LT 500 kV BOM.JES.LAPA II / IGAPORA III C 2 BA,BABJD,BAIGT
BABJD-5JAB-1MG,558,LT 500 kV BOM.JES.LAPA II / JAIBA C L5 BA/MG,BABJD,MGJAB
BABJD-5JAB-2MG,558,LT 500 kV BOM.JES.LAPA II / JAIBA C L6 BA/MG,BABJD,MGJAB
BABJD-5JBA31MG,TAE,LT 500 kV BOM.JES.LAPA II / JANAUBA 3 C L4 BA/MG,BABJD,MGJBA3
BABJL-0BJS-1,VIS,LT 69 kV BJL SOLAR / B.JESUS LAPA C P2 BA,BABJL,BABJS
BABJS-2BMC-1,CHF,LT 230 kV B.JESUS LAPA / BROTAS.MACAUBAS C F5 BA,BABJS,BABMC
BABJS-2BRA-1,CHF,LT 230 kV B.JESUS LAPA / BARREIRAS C L1 BA,BABJS,BABRA
BABJS-2LAP-1,200,LT 230 kV B.JESUS LAPA / LAPA  C P1 BA,BABJS,BALAP
BABJS-2TBV-1,CHF,LT 230 kV B.JESUS LAPA / TABOCAS BRJ VLH C L1 BA,BABJS,BATBV
BABJU-0BJS-1,200,LT 69 kV BOM JESUS / B.JESUS LAPA C P1 BA,BABJU,BABJS
BABMC-0EBMC1,ONS,LT 34P5 kV BROTAS.MACAUBAS / EOL B MACAUBAS C 1 BA,BABMC,BAEBMC
BABMC-0EMCB1,099,LT 34P5 kV EOL B MACAUBAS / BMC_MACAUBAS C 1 BA,BAEBMC,BAEMCB
BABMC-0EMCB2,099,LT 34P5 kV EOL B MACAUBAS / BMC_MACAUBAS C 2 BA,BAEBMC,BAEMCB
BABMC-0EMCR1,099,LT 34P5 kV BROTAS.MACAUBAS / MORRO CRUZEIRO C 1 BA,BABMC,BAEMCR
BABMC-0ENHZ1,099,LT 34P5 kV EOL B MACAUBAS / BMC_NOVO HORIZO C 1 BA,BAEBMC,BAENHZ
BABMC-0ENHZ2,099,LT 34P5 kV EOL B MACAUBAS / BMC_NOVO HORIZO C 2 BA,BAEBMC,BAENHZ
BABMC-0ESBR1,099,LT 34P5 kV EOL B MACAUBAS / BMC_SEABRA C 1 BA,BAEBMC,BAESBR
BABMC-0ESBR2,099,LT 34P5 kV EOL B MACAUBAS / BMC_SEABRA C 2 BA,BAEBMC,BAESBR
BABMC-2GOR-1,CYM,LT 230 kV BROTAS.MACAUBAS / GENTIO OURO II C F6 BA,BABMC,BAGOR
BABMC-2IRE-1,CHF,LT 230 kV BROTAS.MACAUBAS / IRECE C F2 BA,BABMC,BAIRE
BABNT-1ABS-M1,CBA,LT 138 kV SE BONITO / AGUAS BELAS C M1 BA,BABNT,BAABS
BABOCA2BCRI1,,LT 230 kV BOCA 230KV / C. B. DO RIACHO C 1 BA,BABOCA,BABCRI
BABRA-0SSB-1,GSU,LT 69 kV BARREIRAS / SERTAO SOLAR BA C P1 BA,BABRA,BASSB
BABRA-1RBC-1,CHF,LT 138 kV BARREIRAS / RIO BRANCO C C1 BA,BABRA,BARBC
BABRA-1RGR-1,CBA,LT 138 kV BARREIRAS / RIO GRANDE C C2 BA,BABRA,BARGR
BABRA-2BRD-1,CHF,LT 230 kV BARREIRAS / BARREIRAS II C V2 BA,BABRA,BABRD
BABRA-2BRD-2,TAE,LT 230 kV BARREIRAS / BARREIRAS II C 2 BA,BABRA,BABRD
BABRA-2BRD-3,STP,LT 230 kV BARREIRAS / BARREIRAS II C L8 BA,BABRA,BABRD
BABRA-2RGD-1,TAE,LT 230 kV BARREIRAS / RIO GRANDE II C L4 BA,BABRA,BARGD
BABRA-2RGD-2,TAE,LT 230 kV BARREIRAS / RIO GRANDE II C 2 BA,BABRA,BARGD
BABRA-2UTCG1,,LT 230 kV BARREIRAS / UT CAM GRANDE C 1 BA,BABRA,BAUTCG
BABRD-2BJS-1,CHF,LT 230 kV BARREIRAS II / B.JESUS LAPA C V1 BA,BABRD,BABJS
BABRD-2RGD-1,TAE,LT 230 kV BARREIRAS II / RIO GRANDE II C 1 BA,BABRD,BARGD
BABRD-2TBV-1,CHF,LT 230 kV BARREIRAS II / TABOCAS BRJ VLH C V1 BA,BABRD,BATBV
BABRD-5BJD-1,,LT 500 kV BARREIRAS II / BOM.JES.LAPA II C 1 BA,BABRD,BABJD
BABRD-5BRT-1,EQT,LT 500 kV BARREIRAS II / BURITIRAMA C N6 BA,BABRD,BABRT
BABRD-5GBD-1PI,CDR,LT 500 kV BARREIRAS II / GILBUES II C C2 BA/PI,BABRD,PIGBD
BABRD-5RDE-1,963,LT 500 kV BARREIRAS II / RIO DAS EGUAS C N2 BA,BABRD,BARDE
BABRD-5RDE-2,EQT,LT 500 kV BARREIRAS II / RIO DAS EGUAS C N5 BA,BABRD,BARDE
BABRT-5BRD-P1,EEH,LT 500 kV BARREIRAS III / BARREIRAS II C P1 BA,BABRT1,BABRD
BABRT-5GBD-1PI,CYM,LT 500 kV BURITIRAMA / GILBUES II C L6 BA/PI,BABRT,PIGBD
BABRT-5GOR-1,CYM,LT 500 kV BURITIRAMA / GENTIO OURO II C L7 BA,BABRT,BAGOR
BABRT-5QMN-1PI,STJ,LT 500 kV BURITIRAMA / QUEIMADA NOVA 2 C L3 BA/PI,BABRT,PIQMN
BABRT-5QMN-2PI,EQT,LT 500 kV BURITIRAMA / QUEIMADA NOVA 2 C L2 BA/PI,BABRT,PIQMN
BABW1-0PND-1,G20,LT 69 kV BW GUIRAPA I / PINDAI II C P4 BA,BABW1,BAPND
BABW2-0PND-1,G20,LT 69 kV BW GUIRAPA II / PINDAI II C P3 BA,BABW2,BAPND
BACAN-0CAN11,189,LT 34P5 kV CANUDOS I / CAN_CANUDOS 1 C 12 BA,BACAN,BACAN1
BACAN-0CAN11-------1,189,LT 34P5 kV CANUDOS I / CAN_CANUDOS 1 C 13 BA,BACAN,BACAN1
BACAN-0CAN11-------2,189,LT 34P5 kV CANUDOS I / CAN_CANUDOS 1 C 14 BA,BACAN,BACAN1
BACAN-0CAN11-------3,189,LT 34P5 kV CANUDOS I / CAN_CANUDOS 1 C 15 BA,BACAN,BACAN1
BACAN-0CAN21,189,LT 34P5 kV CANUDOS I / CAN_CANUDOS 2 C 8 BA,BACAN,BACAN2
BACAN-0CAN21-------1,189,LT 34P5 kV CANUDOS I / CAN_CANUDOS 2 C 9 BA,BACAN,BACAN2
BACAN-0CAN21-------2,189,LT 34P5 kV CANUDOS I / CAN_CANUDOS 2 C 11 BA,BACAN,BACAN2
BACAN-0CAN2L1,189,LT 34P5 kV CANUDOS I / CAN_CANUDOS 2 C 10 BA,BACAN,BACAN2
BACCD-2ALG-1,CHF,LT 230 kV ALAGOINHAS II / CICERO DANTAS C L8 BA,BAALG,BACCD
BACCD-2CTU-1,CHF,LT 230 kV CICERO DANTAS / CATU  C L2 BA,BACCD,BACTU
BACCD-2CTU-2,CHF,LT 230 kV CICERO DANTAS / CATU  C L3 BA,BACCD,BACTU
BACCD-2OLD-1,CHF,LT 230 kV CICERO DANTAS / OLINDINA C V3 BA,BACCD,BAOLD
BACCD-2OLD-2,CHF,LT 230 kV CICERO DANTAS / OLINDINA C V4 BA,BACCD,BAOLD
BACEN-0FNV-1,CBA,LT 69 kV CENTRAL / FONTE NOVA C W1 BA,BACEN,BAFNV
BACFO-2IRE-1,CHF,LT 230 kV CAMPO FORMOSO / IRECE C F1 BA,BACFO,BAIRE
BACFO-2SNB-1,CHF,LT 230 kV CAMPO FORMOSO / SR.BONFIM II C C1 BA,BACFO,BASNB
BACFO-5BAR-1,,LT 500 kV CAMPO FORMOSOII / BARRA II C 1 BA,BACF2,BABAR
BACIT-0LDF-1,ONS,LT 69 kV SE CIA III / LAURO FREITAS C X1 BA,BACIT,BALDF
BACL010BBS-01,CVR,LT 34P5 kV BBS_CLAUS_01 / BABILONIA SUL C 01 BA,BACL01,BABBS
BACL010BBS-02,CVR,LT 34P5 kV BBS_CLAUS_01 / BABILONIA SUL C 02 BA,BACL01,BABBS
BACL020BBS-01,CVR,LT 34P5 kV BBS_CLAUS_02 / BABILONIA SUL C 17 BA,BACL02,BABBS
BACL020BBS-18,CVR,LT 34P5 kV BBS_CLAUS_02 / BABILONIA SUL C 10 BA,BACL02,BABBS
BACLA-2OUR-1,GSU,LT 230 kV CAMPO LARGO / OUROLANDIA II C P1 BA,BACLA,BAOUR
BACLA-2OUR-P2,GSU,LT 230 kV CAMPO LARGO / OUROLANDIA II C P2 BA,BACLA,BAOUR
BACLU22BJD-1,,LT 230 kV C. LUZEIRO 2 / BOM.JES.LAPA II C 1 BA,BACLU2,BABJD
BACMD-0CMU-L6,CBA,LT 69 kV CAMACARI II / CAMACARI I C L6 BA,BACMD,BACMU
BACMD-0CPC-1,CBA,LT 69 kV CAMACARI II / COPEC C F1 BA,BACMD,BACPC
BACMD-0CPC-1-------1,CBA,LT 69 kV CAMACARI II / COPEC C X1 BA,BACMD,BACPC
BACMD-0CPC-2,CBA,LT 69 kV CAMACARI II / COPEC C F2 BA,BACMD,BACPC
BACMD-0CPC-2-------1,CBA,LT 69 kV CAMACARI II / COPEC C X2 BA,BACMD,BACPC
BACMD-0CPC-F3,CBA,LT 69 kV CAMACARI II / COPEC C F3 BA,BACMD,BACPC
BACMD-2BRK-1,CHF,LT 230 kV CAMACARI II / BRASKEM UNIB C N1 BA,BACMD,BABRK
BACMD-2BRK-2,CHF,LT 230 kV CAMACARI II / BRASKEM UNIB C N2 BA,BACMD,BABRK
BACMD-2CME-1,CHF,LT 230 kV CAMACARI II / CARAIBA METAIS C C8 BA,BACMD,BACME
BACMD-2COL11,,LT 230 kV CAMACARI II / COLETORA I C 1 BA,BACMD,BACOL1
BACMD-2COL21,,LT 230 kV CAMACARI II / COLETORA II C 1 BA,BACMD,BACOL2
BACMD-2CQR-1,CHF,LT 230 kV CAMACARI II / BRAS.C.SODA C C9 BA,BACMD,BACQR
BACMD-2CTG-1,CHF,LT 230 kV CAMACARI II / COTEGIPE C M6 BA,BACMD,BACTG
BACMD-2CTG-2,CHF,LT 230 kV CAMACARI II / COTEGIPE C M5 BA,BACMD,BACTG
BACMD-2FRD-1,CHF,LT 230 kV CAMACARI II / FORD  C C1 BA,BACMD,BAFRD
BACMD-2FRD-2,AFT,LT 230 kV CAMACARI II / FORD  C C2 BA,BACMD,BAFRD
BACMD-2GVM-1,CHF,LT 230 kV CAMACARI II / G.MANGABEIRA C C7 BA,BACMD,BAGVM
BACMD-2GVM-2,CHF,LT 230 kV CAMACARI II / G.MANGABEIRA C C6 BA,BACMD,BAGVM
BACMD-2JCR-1,CHF,LT 230 kV CAMACARI II / JACARACANGA C C3 BA,BACMD,BAJCR
BACMD-2JCR-2,CHF,LT 230 kV CAMACARI II / JACARACANGA C C4 BA,BACMD,BAJCR
BACMD-2MTT-1,CHF,LT 230 kV CAMACARI II / MATATU C M7 BA,BACMD,BAMTT
BACMD-2PLO-1,AFT,LT 230 kV CAMACARI II / POLO  C C1 BA,BACMD,BAPLO
BACMD-2PLO-2,AFT,LT 230 kV CAMACARI II / POLO  C C2 BA,BACMD,BAPLO
BACMD-2PTU-1,CHF,LT 230 kV CAMACARI II / PITUACU C M8 BA,BACMD,BAPTU
BACMD-2PTU-2,CHF,LT 230 kV CAMACARI II / PITUACU C M9 BA,BACMD,BAPTU
BACMD-2TMB-1,AFT,LT 230 kV CAMACARI II / TOMBA C S1 BA,BACMD,BATMB
BACMD-2UTC-1,CHF,LT 230 kV CAMACARI II / US.CAMACARI C V1 BA,BACMD,BAUTC
BACMD-5CMQ-1,CHF,LT 500 kV CAMACARI II / CAMACARI IV C L6 BA,BACMD,BACMQ
BACMD-5SPU-1,TAE,LT 500 kV CAMACARI II / SAPEACU C L7 BA,BACMD,BASPU
BACMQ-2CTG-1,CHF,LT 230 kV CAMACARI IV / COTEGIPE C M6 BA,BACMQ,BACTG
BACMQ-2JCR-1,CHF,LT 230 kV CAMACARI IV / JACARACANGA C C3 BA,BACMQ,BAJCR
BACMQ-2JCR-2,CHF,LT 230 kV CAMACARI IV / JACARACANGA C C4 BA,BACMQ,BAJCR
BACMQ-2MTT-1,,LT 230 kV CAMACARI IV / MATATU C 1 BA,BACMQ,BAMTT
BACMQ-2PLO-1,CDR,LT 230 kV CAMACARI IV / POLO  C C1 BA,BACMQ,BAPLO
BACMQ-2PLO-2,CDR,LT 230 kV CAMACARI IV / POLO  C C2 BA,BACMQ,BAPLO
BACMQ-2PRJ-1,MEP,LT 230 kV CAMACARI IV / PIRAJA C F5 BA,BACMQ,BAPRJ
BACMQ-2PRJ-2,MEP,LT 230 kV CAMACARI IV / PIRAJA C F4 BA,BACMQ,BAPRJ
BACMQ-2PTU-1,CHF,LT 230 kV CAMACARI IV / PITUACU C M8 BA,BACMQ,BAPTU
BACMQ-2PTU-2,,LT 230 kV CAMACARI IV / PITUACU C 2 BA,BACMQ,BAPTU
BACMQ-2UTD21,,LT 230 kV CAMACARI IV / UT D.DAVILA 2 C 1 BA,BACMQ,BAUTD2
BACMQ-5JDM-1SE,CHF,LT 500 kV CAMACARI IV / JARDIM C V7 BA/SE,BACMQ,SEJDM
BACMQ-5SPU-1,MEP,LT 500 kV CAMACARI IV / SAPEACU C L9 BA,BACMQ,BASPU
BACMU-0CTG-1,CBA,LT 69 kV CAMACARI I / COTEGIPE C J3 BA,BACMU,BACTG
BACMU-0CTG-J4,CBA,LT 69 kV CAMACARI I / COTEGIPE C J4 BA,BACMU,BACTG
BACND-2USB-1,CHF,LT 230 kV CASA NOVA II / U.SOBRADINHO C S3 BA,BACND,BAUSB
BACORT5ARI21MG,,LT 500 kV CORRENTINA / ARINOS 2 C 1 BA/MG,BACORT,MGARI2
BACORT5RDE-1,,LT 500 kV CORRENTINA / RIO DAS EGUAS C 1 BA,BACORT,BARDE
BACPBR2USB-1,DRA,LT 230 kV PEDRA BRANCA / U.SOBRADINHO C P1 BA,BACPBR,BAUSB
BACPC-0CMU-L6,CBA,LT 69 kV COPEC / CAMACARI I C L6 BA,BACPC,BACMU
BACRI-0MPD-1,ENL,LT 69 kV CRISTAL / MORRO CHAPEU II C P2 BA,BACRI,BAMPD
BACTA-2IGD-1,SMM,LT 230 kV CAETITE A / IGAPORA II C P4 BA,BACTA,BAIGD
BACTE-0PND-1,AOP,LT 69 kV CAETITE / PINDAI II C P1 BA,BACTE,BAPND
BACTF-1TEF-Y2,CBA,LT 138 kV CTR IND TXR FRT / TEIXEIRA FREITA C Y2 BA,CECTF,BATEF
BACTG-0CIT-1,ONS,LT 69 kV COTEGIPE / SE CIA III C C5 BA,BACTG,BACIT
BACTG-0IIN-1,CHF,LT 69 kV COTEGIPE / SE ITINGA C JX BA,BACTG,BAIIN
BACTG-0LDF-1,CBA,LT 69 kV COTEGIPE / LAURO FREITAS C J2 BA,BACTG,BALDF
BACTG-2JCR-1,CHF,LT 230 kV COTEGIPE / JACARACANGA C L3 BA,BACTG,BAJCR
BACTG-2JCR-2,,LT 230 kV COTEGIPE / JACARACANGA C 2 BA,BACTG,BAJCR
BACTG-2JCR-3,,LT 230 kV COTEGIPE / JACARACANGA C 3 BA,BACTG,BAJCR
BACTG-2MTT-1,CHF,LT 230 kV COTEGIPE / MATATU C L4 BA,BACTG,BAMTT
BACTG-2RDM-1,CHF,LT 230 kV COTEGIPE / R.D.MANGANES C L2 BA,BACTG,BARDM
BACTG-2SIB-1,CHF,LT 230 kV COTEGIPE / SIBRA C L2 BA,BACTG,BASIB
BACTG-2USA-1,CHF,LT 230 kV COTEGIPE / USIBA C L1 BA,BACTG,BAUSA
BACTN-0EBJAC4,SMM,LT 34P5 kV CAETITE NORTE / CTN_BREJINHOS A C C4 BA,BACTN,BAEBJA
BACTN-0EBJAC5,SMM,LT 34P5 kV CAETITE NORTE / CTN_BREJINHOS A C C5 BA,BACTN,BAEBJA
BACTN-0EBJAC6,SMM,LT 34P5 kV CAETITE NORTE / CTN_BREJINHOS A C C6 BA,BACTN,BAEBJA
BACTN-0EBJBC1,SMM,LT 34P5 kV CAETITE NORTE / CTN_BREJINHOS B C C1 BA,BACTN,BAEBJB
BACTN-0EBJBC2,SMM,LT 34P5 kV CAETITE NORTE / CTN_BREJINHOS B C C2 BA,BACTN,BAEBJB
BACTN-0EBJBC3,SMM,LT 34P5 kV CAETITE NORTE / CTN_BREJINHOS B C C3 BA,BACTN,BAEBJB
BACTN-0ECTD1,SMM,LT 34P5 kV CAETITE NORTE / CTN_CAETITE D C C9 BA,BACTN,BAECTD
BACTN-0ECTDC2,SMM,LT 34P5 kV CAETITE NORTE / CTN_CAETITE D C C8 BA,BACTN,BAECTD
BACTN-0ECTDC7,SMM,LT 34P5 kV CAETITE NORTE / CTN_CAETITE D C C7 BA,BACTN,BAECTD
BACTN-0ECTE12,SMM,LT 34P5 kV CAETITE NORTE / CTN_CAETITE E C 12 BA,BACTN,BAECTE
BACTN-0ECTE13,SMM,LT 34P5 kV CAETITE NORTE / CTN_CAETITE E C 13 BA,BACTN,BAECTE
BACTN-0ECTE14,SMM,LT 34P5 kV CAETITE NORTE / CTN_CAETITE E C 14 BA,BACTN,BAECTE
BACTN-0ECTF10,SMM,LT 34P5 kV CAETITE NORTE / CTN_CAETITE F C 10 BA,BACTN,BAECTF
BACTN-0ECTF11,SMM,LT 34P5 kV CAETITE NORTE / CTN_CAETITE F C 11 BA,BACTN,BAECTF
BACTN-2IGT-1,SMM,LT 230 kV CAETITE NORTE / IGAPORA III C P2 BA,BACTN,BAIGT
BACTT-0UECD1,FEB,LT 34P5 kV CAETITE 123 / CAE_CAETITE 1 C C2 BA,BACTT,BAUET1
BACTT-0UECD2,FEB,LT 34P5 kV CAETITE 123 / CAE_CAETITE 1 C C1 BA,BACTT,BAUET1
BACTT-0UECD3,FEB,LT 34P5 kV CAETITE 123 / CAE_CAETITE 2 C C4 BA,BACTT,BAUECD
BACTT-0UECT1,FEB,LT 34P5 kV CAETITE 123 / CAE_CAETITE 2 C C3 BA,BACTT,BAUECD
BACTT-0UECT2,FEB,LT 34P5 kV CAETITE 123 / CAE_CAETITE 3 C C5 BA,BACTT,BAUECT
BACTT-0UECT3,FEB,LT 34P5 kV CAETITE 123 / CAE_CAETITE 3 C C6 BA,BACTT,BAUECT
BACTT-2IGD-1,FEB,LT 230 kV CAETITE 123 / IGAPORA II C P1 BA,BACTT,BAIGD
BACTU-0CTG-1,ONS,LT 69 kV CATU  / COTEGIPE C J5 BA,BACTU,BACTG
BACTU-0CTG-2,ONS,LT 69 kV CATU  / COTEGIPE C J6 BA,BACTU,BACTG
BACTU-2CMD-1,CHF,LT 230 kV CATU  / CAMACARI II C M1 BA,BACTU,BACMD
BACTU-2CMD-2,CHF,LT 230 kV CATU  / CAMACARI II C M2 BA,BACTU,BACMD
BACTU-2CMQ-1,CHF,LT 230 kV CATU  / CAMACARI IV C M1 BA,BACTU,BACMQ
BACTU-2CMQ-2,CHF,LT 230 kV CATU  / CAMACARI IV C M2 BA,BACTU,BACMQ
BACTU-2COL21,,LT 230 kV CATU  / COLETORA II C 1 BA,BACTU,BACOL2
BACTU-2FBS-1,,LT 230 kV CATU  / FERBASA C 1 BA,BACTU,BAFBS
BACTU-2GVM-1,CHF,LT 230 kV CATU  / G.MANGABEIRA C M3 BA,BACTU,BAGVM
BACVN-0IGD-1,ENL,LT 69 kV CURVA VENTOS / IGAPORA II C P6 BA,BACVN,BAIGD
BADAM-1PAS-1,CBA,LT 138 kV DARIO MEIRA / PONTO ASTERIO C M2 BA,BADAM,BAPAS
BADFN-2JZD-1,ENL,LT 230 kV DELFINA / JUAZEIRO II C P1 BA,BADFN,BAJZD
BADFN-2JZT-1,,LT 230 kV DELFINA / JUAZEIRO III C 1 BA,BADFN,BAJZT
BAEA020GOI-13,SAG,LT 34P5 kV GOI_ASSURUA 2 / GENTIO OURO I C 13 BA,BAEA02,BAGOI
BAEA020GOI-14,SAG,LT 34P5 kV GOI_ASSURUA 2 / GENTIO OURO I C 14 BA,BAEA02,BAGOI
BAEA030GOI-23,SAG,LT 34P5 kV GOI_ASSURUA 3 / GENTIO OURO I C 23 BA,BAEA03,BAGOI
BAEA040GOI-17,SAG,LT 34P5 kV GOI_ASSURUA 4 / GENTIO OURO I C 17 BA,BAEA04,BAGOI
BAEA040GOI-18,SAG,LT 34P5 kV GOI_ASSURUA 4 / GENTIO OURO I C 18 BA,BAEA04,BAGOI
BAEA050GOI-11,SAG,LT 34P5 kV GOI_ASSURUA 5 / GENTIO OURO I C 11 BA,BAEA05,BAGOI
BAEA050GOI-12,SAG,LT 34P5 kV GOI_ASSURUA 5 / GENTIO OURO I C 12 BA,BAEA05,BAGOI
BAEA070GOI-15,SAG,LT 34P5 kV GOI_ASSURUA 7 / GENTIO OURO I C 15 BA,BAEA07,BAGOI
BAEA070GOI-16,SAG,LT 34P5 kV GOI_ASSURUA 7 / GENTIO OURO I C 16 BA,BAEA07,BAGOI
BAEABL0ABL-30,EEL,LT 34P5 kV ABL_ABIL / ABIL-I C 30 BA,BAEABL,BAABL
BAEABL0ABL-31,EEL,LT 34P5 kV ABL_ABIL / ABIL-I C 31 BA,BAEABL,BAABL
BAEAN20GPX-W2,CHF,LT 34P5 kV GPX_ANGICAL 2 / GPEXPAN C W2 BA,BAEAN2,BAGPX
BAEANG0BW1-C7,G20,LT 34P5 kV BW1_ANGICAL / BW GUIRAPA I C C7 BA,BAEANG,BABW1
BAEARA0GPX-W4,CHF,LT 34P5 kV GPX_ARAPAPA / GPEXPAN C W4 BA,BAEARA,BAGPX
BAEARZ0GPX-1,CHF,LT 34P5 kV GPX_ARARINHA AZ / GPEXPAN C 14 BA,BAEARZ,BAGPX
BAEB010VB2-1,GEN,LT 34P5 kV VB2_VNT BAHIA 1 / VENTO BAHIA II C C1 BA,BAEB01,BAVB2
BAEB010VB2-C2,GEN,LT 34P5 kV VB2_VNT BAHIA 1 / VENTO BAHIA II C C2 BA,BAEB01,BAVB2
BAEB020SDB-C4,GEN,LT 34P5 kV SDB_SER BABIL 2 / SERRA BABILONIA C C4 BA,BAEB02,BASDB
BAEB020SDB-C8,GEN,LT 34P5 kV SDB_SER BABIL 2 / SERRA BABILONIA C C8 BA,BAEB02,BASDB
BAEB030VB2-F1,GEN,LT 34P5 kV VB2_VNT BAHIA 3 / VENTO BAHIA II C F1 BA,BAEB03,BAVB2
BAEB030VB2-F2,GEN,LT 34P5 kV VB2_VNT BAHIA 3 / VENTO BAHIA II C F2 BA,BAEB03,BAVB2
